msoa,ltla,ppln_msoa,ppln_ltla,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
E02000752,E09000026,7832,305222,8,2967,0.002696326255476913,21.11762723289518,female,0-4,300,0.03830439223697651,0.00010328113848864579
E02000752,E09000026,7832,305222,8,2967,0.002696326255476913,21.11762723289518,male,0-4,304,0.03881511746680286,0.00010465822033516107
E02000470,E09000016,9373,259552,8,3806,0.0021019442984760903,19.701523909616395,female,0-4,337,0.03595433692521071,7.557401350543502e-05
E02000470,E09000016,9373,259552,8,3806,0.0021019442984760903,19.701523909616395,male,0-4,289,0.030833244425477434,6.480976232365198e-05
E02004529,E07000072,6837,131689,10,2796,0.00357653791130186,24.452789699570815,female,0-4,141,0.020623080298376482,7.375922853496596e-05
E02004529,E07000072,6837,131689,10,2796,0.00357653791130186,24.452789699570815,male,0-4,143,0.02091560626005558,7.48054587269513e-05
E02000466,E09000016,8997,259552,9,3589,0.0025076623014767345,22.56143772638618,female,0-4,292,0.03245526286539958,8.13868391720803e-05
E02000466,E09000016,8997,259552,9,3589,0.0025076623014767345,22.56143772638618,male,0-4,384,0.0426808936312104,0.00010702926795232478
E02000569,E09000019,11315,242467,8,4266,0.001875293014533521,21.218940459446788,female,0-4,318,0.028104286345558994,5.2703771862276595e-05
E02000569,E09000019,11315,242467,8,4266,0.001875293014533521,21.218940459446788,male,0-4,321,0.028369421122403888,5.320097725720373e-05
E02000467,E09000016,11360,259552,11,4208,0.0026140684410646386,29.695817490494296,female,0-4,400,0.035211267605633804,9.204466341776896e-05
E02000467,E09000016,11360,259552,11,4208,0.0026140684410646386,29.695817490494296,male,0-4,561,0.049383802816901405,0.00012909264044342096
E02000483,E09000016,7993,259552,8,3212,0.0024906600249066002,19.907845579078455,female,0-4,260,0.03252846240460403,8.101734098282448e-05
E02000483,E09000016,7993,259552,8,3212,0.0024906600249066002,19.907845579078455,male,0-4,242,0.030276491930439135,7.540844814555202e-05
E02000019,E09000002,9174,212906,10,3465,0.002886002886002886,26.476190476190474,female,0-4,389,0.042402441683017225,0.00012237356907075677
E02000019,E09000002,9174,212906,10,3465,0.002886002886002886,26.476190476190474,male,0-4,405,0.04414650098103336,0.0001274069292381915
E02000480,E09000016,13161,259552,10,4946,0.0020218358269308533,26.60938131823696,female,0-4,550,0.0417901375275435,8.4492797265555e-05
E02000480,E09000016,13161,259552,10,4946,0.0020218358269308533,26.60938131823696,male,0-4,606,0.04604513334852975,9.309570025986605e-05
E02000465,E09000016,9463,259552,11,3369,0.003265063817156426,30.89729890175126,female,0-4,404,0.04269259220120469,0.00013939403805676806
E02000465,E09000016,9463,259552,11,3369,0.003265063817156426,30.89729890175126,male,0-4,416,0.043960688999260276,0.00014353445502875126
E02000469,E09000016,7359,259552,11,2812,0.0039118065433854906,28.786984352773825,female,0-4,252,0.034243783122706886,0.00013395505488967842
