year,msoa,ltla,ppln_msoa,total_trust_patients,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor,msoa_frac_tp,ag_msoa_frac_tp
2016,E02004541,E07000072,11664,258020,9,4095,0.002197802197802198,25.635164835164836,female,0-4,383,0.0328360768175583,7.216720179683142e-05,3.488101697542826e-05,1.1453557528797173e-06
2016,E02004541,E07000072,11664,258020,9,4095,0.002197802197802198,25.635164835164836,male,0-4,392,0.033607681755829906,7.386303682599979e-05,3.488101697542826e-05,1.1722701178298936e-06
2016,E02000018,E09000002,9681,258020,10,3858,0.002592016588906169,25.093312597200622,female,0-4,461,0.047619047619047616,0.00012342936137648422,3.875668552825362e-05,1.8455564537263628e-06
2016,E02000018,E09000002,9681,258020,10,3858,0.002592016588906169,25.093312597200622,male,0-4,490,0.05061460592913955,0.00013119389820927827,3.875668552825362e-05,1.961654365132143e-06
2016,E02004537,E07000072,8963,258020,11,3681,0.002988318391741375,26.78429774517794,female,0-4,325,0.03626018074305478,0.00010835696500233704,4.2632354081078986e-05,1.5458568644818331e-06
2016,E02004537,E07000072,8963,258020,11,3681,0.002988318391741375,26.78429774517794,male,0-4,310,0.034586633939529175,0.00010335587430992147,4.2632354081078986e-05,1.4745096245826716e-06
2016,E02000020,E09000002,12390,258020,8,4922,0.0016253555465258025,20.138155221454692,female,0-4,680,0.05488297013720742,8.920433992232006e-05,3.10053484226029e-05,1.7016656115714262e-06
2016,E02000020,E09000002,12390,258020,8,4922,0.0016253555465258025,20.138155221454692,male,0-4,657,0.053026634382566586,8.618713430730042e-05,3.10053484226029e-05,1.6441092747094518e-06
2016,E02000007,E09000002,9965,258020,10,4097,0.00244081034903588,24.322675128142542,female,0-4,489,0.04907175112895133,0.00011977483800085753,3.875668552825362e-05,1.9018584268254915e-06
2016,E02000007,E09000002,9965,258020,10,4097,0.00244081034903588,24.322675128142542,male,0-4,500,0.050175614651279475,0.00012246915951007927,3.875668552825362e-05,1.9446405182264735e-06
2016,E02000475,E09000016,9990,258020,9,3896,0.0023100616016427105,23.07751540041068,female,0-4,296,0.02962962962962963,6.844626967830253e-05,3.488101697542826e-05,1.0335116140867632e-06
2016,E02000475,E09000016,9990,258020,9,3896,0.0023100616016427105,23.07751540041068,male,0-4,278,0.027827827827827827,6.428399652218954e-05,3.488101697542826e-05,9.706629348517574e-07
2016,E02000465,E09000016,9066,258020,8,3657,0.0021875854525567405,19.83264971287941,female,0-4,401,0.04423119347010809,9.675951538443116e-05,3.10053484226029e-05,1.3714035646882597e-06
2016,E02000465,E09000016,9066,258020,8,3657,0.0021875854525567405,19.83264971287941,male,0-4,414,0.045665122435473195,9.989635752906359e-05,3.10053484226029e-05,1.4158630318726672e-06
2016,E02000484,E09000016,8405,258020,11,3431,0.0032060623724861556,26.946954240746138,female,0-4,223,0.026531826293872695,8.506268995412406e-05,4.2632354081078986e-05,1.1311142129780623e-06
2016,E02000484,E09000016,8405,258020,11,3431,0.0032060623724861556,26.946954240746138,male,0-4,235,0.02795954788816181,8.964005443596033e-05,4.2632354081078986e-05,1.1919813455149985e-06
